comparison,feature,gain,auc,psi,ks,time_monotone,mean_ref,mean_cmp,position_artifact,severity,psi_band,psi_significant,drop_candidate
ENGINEERED FEATURES: train vs test,cust_loc_dt,0.0,0.5271400834486626,0.05783321487119886,0.030699945257269906,0.9374110953058321,828213.8846034498,1069827.831302446,False,,stable,True,False
ENGINEERED FEATURES: train vs test,cust_loc_prior_n,0.0,0.6675573962013791,0.36970501451477017,0.26214886444636165,0.9997811576758946,26.29249858595353,58.281528890378,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,cust_new_loc,0.0,0.5086119388118147,0.0,0.017223877623629313,0.8168289747237116,0.09298687600930128,0.07576299838567208,False,,stable,False,False
ENGINEERED FEATURES: train vs test,cust_merch_share,0.0,0.5523788275701585,0.22020264720783644,0.11959268824765831,0.1622715833242149,0.1619673544205076,0.16239391068034884,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,cust_merch_dt,0.0,0.5963374867225333,0.1825268939682103,0.07789280040871083,0.9577634314476419,2033873.5867575763,2892970.9536229535,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,cust_merch_prior_n,0.0,0.6572284677948703,0.31175978157857487,0.24227081137722878,0.999562315351789,5.465392066584511,12.046312935944686,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,cust_new_merch,0.0,0.5530534722069235,0.0,0.10610694441384705,0.9831491410438778,0.25503250257534066,0.14892555816149372,False,,stable,False,False
ENGINEERED FEATURES: train vs test,cust_dev_share,0.0,0.5080125366093333,0.2857483155121471,0.15157667519489504,0.47105810263705,0.808033296505434,0.8111557964922407,False,,significant,True,False
ENGINEERED FEATURES: train vs test,cust_dev_dt,0.0,0.5170378878817313,0.042830647705948646,0.03383080804954042,0.7686836634205055,761463.1909292887,879023.8843206498,False,,stable,True,False
ENGINEERED FEATURES: train vs test,cust_prior_ndev,0.0,0.6707038692576194,0.41169308103678115,0.25180040400747916,0.9997811576758946,3.6093501944143114,6.661478480704212,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,dev_new_cust_168h,0.0,0.5171961603795094,0.007894268761179359,0.03325460118806278,0.39971550497866287,0.21968953824210116,0.17506700983826262,False,,stable,True,False
ENGINEERED FEATURES: train vs test,cust_prior_nmerch,0.0,0.6872845066065864,0.5067181039351308,0.2654540979138543,1.0,7.130207038262594,11.196232219548598,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,dev_cust_churn,0.0,0.6329736114832509,0.4424150991413819,0.22009202766555114,0.999562315351789,0.23232484521170715,0.12880150946099442,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,dev_new_cust_24h,0.0,0.5019495022645286,0.0,0.003929240407104184,0.08786519312835103,0.03735951755740209,0.0354695257530992,False,,stable,False,False
ENGINEERED FEATURES: train vs test,cust_new_pay,0.0,0.5453681569189768,0.0,0.09073631383795344,0.9945289418973631,0.1430687130947534,0.05233239925679998,False,,stable,False,False
ENGINEERED FEATURES: train vs test,cust_ttype_share,0.0,0.5361315981104449,0.2262839037237686,0.08656339162857324,0.00973848342269395,0.35696841064365115,0.35678407961687075,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,cust_ttype_dt,0.0,0.5789091943188359,0.19950367695295598,0.057921449047625195,0.9395995185468871,1540492.1913034879,2158135.1892003263,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,cust_ttype_prior_n,0.0,0.6689986461605086,0.36849166577103964,0.24467727142799778,0.9993434730276834,11.97122722838695,26.398034631902775,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,dev_prior_ncust,0.0,0.8196234174661656,1.7201525246238276,0.486564892006315,1.0,4.018239150096592,6.682320063354756,True,moderate,significant,True,False
ENGINEERED FEATURES: train vs test,cust_new_ttype,0.0,0.5397284153606352,0.0,0.07945683072127063,0.9932158879527301,0.1320405168715554,0.05258368615028479,False,,stable,False,False
ENGINEERED FEATURES: train vs test,cust_pay_prior_n,0.0,0.6794298263578643,0.41849494178198093,0.26373210700838273,0.9993434730276834,8.924300012842547,19.67409612865889,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,cust_pay_dt,0.0,0.5860883568305469,0.2277018484016688,0.06136645331810964,0.9444140496772077,1701313.296538014,2348563.004285276,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,cust_pay_share,0.0,0.5418752274637136,0.23335866510195377,0.09846248084431598,0.2263923842871211,0.26516049496033467,0.2653687445738586,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,merch_is_first_seen,0.0,0.5026408381555423,0.0,0.005281676311084671,0.98643177590546,0.005708102554573997,0.00042642624348938505,False,,stable,False,False
ENGINEERED FEATURES: train vs test,dev_is_first_seen,0.0,0.5121204860601858,0.0,0.024240972120371684,0.9424444687602583,0.026079935295419583,0.001838963175047973,False,,stable,False,False
ENGINEERED FEATURES: train vs test,time_since_loc_change,0.0,0.6224312377516078,0.26281940978273194,0.09034337289795913,0.9722070248386038,1638177.942956931,2582511.5254599317,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,loc_changed_vs_prev,0.0,0.5016179208777382,0.0,0.0032358417554763097,0.3235583761899551,0.20444516095537624,0.20768100271085255,False,,stable,False,False
ENGINEERED FEATURES: train vs test,cust_new_loc_24h,0.0,0.5027107791798548,0.0,0.0052697237262004926,0.24368092789145418,0.03222113227550817,0.04885626389692668,False,,stable,False,False
ENGINEERED FEATURES: train vs test,cust_new_dev_168h,0.0,0.5079106464517471,0.0008753494225800726,0.022756052950776318,0.21194879089615934,0.23296518030117142,0.3123686454874966,False,,stable,True,False
ENGINEERED FEATURES: train vs test,cust_new_loc_168h,0.0,0.5075348610680737,0.0023558909279136797,0.018446793270773032,0.32837290732027574,0.2197182290400059,0.2543404099783741,False,,stable,True,False
ENGINEERED FEATURES: train vs test,cust_dev_per_txn,0.0,0.6130714204505621,0.4325715083030797,0.22800496491300432,0.9997811576758946,0.23544530332165808,0.13935309538311488,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,cust_new_dev_24h,0.0,0.5058095118496541,0.0,0.011468403268009797,0.2290184921763869,0.03867109689019075,0.06128354299290305,False,,stable,False,False
ENGINEERED FEATURES: train vs test,cust_prior_nmcat,0.0,0.6798076131345406,0.475575297418991,0.25723825112325166,0.9997811576758946,5.054306215519809,6.8444077244068104,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,cust_prior_nloc,0.0,0.6773060009806787,0.44109500944884267,0.26012450607350374,0.9997811576758946,3.7075164425596565,6.235973622490938,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,g_cust_degree_merch,0.0,0.6846487377746647,0.571303552205898,0.2581457291748835,0.9956231535178903,7.030184404008132,10.959759830647863,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,g_dev_degree_cust,0.0,0.8207726040727256,1.828428652568943,0.48653716203069597,1.0,3.9672210712572142,6.587017605312052,True,moderate,significant,True,False
ENGINEERED FEATURES: train vs test,g_cust_2hop,0.0,0.7700430046804078,1.3111360307657245,0.39938317451414457,1.0,14.345077336528302,40.88328104535348,True,moderate,significant,True,False
ENGINEERED FEATURES: train vs test,cust_stream_age_frac,0.0,0.5908253119751297,0.18474412745085922,0.15517885561087957,0.32574679943101,0.8226934230541396,0.8369669957392727,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,g_cust_degree_dev,0.0,0.6682342388077703,0.47550334715773257,0.24413818632830414,0.9967173651384177,3.5439529962531235,6.493371356340044,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,g_cm_cos,0.0,0.6765570409754014,1.1498656703691525,0.37263694666992886,0.048035890141153295,0.9911326718828254,0.9930575200127519,False,,significant,True,False
ENGINEERED FEATURES: train vs test,g_cd_cos,0.0,0.5021885168867573,1.5920347124580743,0.24866572548367494,0.743516796148375,0.9492750778834094,0.9851824979028165,False,,significant,True,False
ENGINEERED FEATURES: train vs test,gr_comp_size,0.0,0.5349471776103674,0.15674318983549168,0.044287585719115063,0.8328044643834117,2.877021468964159,3.3017612926806983,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,g_same_component,0.0,0.5377455520474167,0.0,0.06163502166501739,0.7467994310099574,0.9173634858431304,0.9789985075081478,False,,stable,False,False
ENGINEERED FEATURES: train vs test,gr_comp_n_dev,0.0,0.5306222948236714,0.1492698851609893,0.03564540683876505,0.7649633439107124,1.0761481222629914,1.2627204471383753,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,gr_cust_degree_dev,0.0,0.5271337128663913,0.14813411841695065,0.026941075010416204,0.8126709705657075,0.8613350639409596,0.9561352075782035,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,gr_dev_degree_cust,0.0,0.533357194962571,0.1509103971787786,0.03730416058103514,0.9708939708939709,1.2717636389353435,1.359587737199598,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,gr_comp_n_cust,0.0,0.5364338777255243,0.1552578090270337,0.04650549378101265,0.8940803151329467,1.800873346701168,2.039040845542323,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,gr_cust_2hop,0.0,0.5359662680434589,0.15573412090057487,0.04650549378101265,0.9428821534084693,0.6300077378129446,0.7774511894246292,False,,moderate,True,False
ENGINEERED FEATURES: train vs test,gr_same_component,0.0,0.520148345929303,0.0,0.02591313297164166,0.8730714520188204,0.5800614032898186,0.6059745362614603,False,,stable,False,False
ENGINEERED FEATURES: train vs test,gnn_cd_cos,0.0,0.8357928589724388,1.9306329057063232,0.49924059153932343,0.9706751285698655,0.7946573595223032,0.9529481630018839,True,moderate,significant,True,False
ENGINEERED FEATURES: train vs test,gr_dev_degree_ratio,0.0,0.6391098871658359,0.7849825669700539,0.27624320499248833,0.9978115767589453,0.37550328336156347,0.22427785985191878,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,gnn_cd_score,0.0,0.615970552817319,1.1961737029175905,0.30259831775313334,0.8636612320822847,14.80518139274629,17.221198159858577,True,mild,significant,True,False
ENGINEERED FEATURES: train vs test,gnn_cm_cos,0.0,0.9330091804951637,3.8848917818843676,0.7489779516890549,0.9796476638581902,0.5712237590303182,0.9580508117381873,True,severe,significant,True,False
ENGINEERED FEATURES: train vs test,g_comp_size_frac,0.0,0.9808482692656881,10.047986030716578,0.9584833609862027,0.9759273443483969,0.6470617505894561,0.9628023868513688,True,severe,significant,True,False
ENGINEERED FEATURES: train vs test,g_dev_share_of_cust,0.0,0.5309829632826621,0.19895014220326784,0.08037505760361341,0.9989057883794725,2.0166585424118364,2.4362861004227345,False,,moderate,True,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",account_age_days,0.7456409676744444,0.5927707145657651,0.30251574214897864,0.19319882208805467,1.0,430.4833869971721,517.1610810167272,False,,significant,True,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",dayofweek,0.10836086097096598,0.5498343086506139,0.042923735171940786,0.10278938227784773,0.2857142857142857,3.0006061393254537,2.65380379784511,False,,stable,True,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",location,0.060203193700406846,0.5009704244231239,0.0001291373619426949,0.0028002159202009658,0.10389610389610389,24.74677732127435,24.78407940948866,False,,stable,False,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",amount_bdt,0.040627081934856396,0.5019357580301879,0.00035117196300703615,0.00523476111755572,0.696103896103896,1059.5571591563887,942.0083784704669,False,,stable,True,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",device_type,0.01857043764481427,0.5040453904182983,0.0003020052390351499,0.0071922032152668125,0.16753246753246753,2.755336190847296,2.771920947675457,False,,stable,False,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",merchant_category,0.008884675996423702,0.5007904570107844,0.000154538356621807,0.0025418590864781376,0.2922077922077922,5.468260858666995,5.4597892731710225,False,,stable,False,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",hour,0.008398689576734565,0.5020152411832399,0.0002944388048321191,0.004807640495437249,0.16233766233766234,13.621324710659621,13.667867134948509,False,,stable,False,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",log_amount,0.004201022852682237,0.5019357580471436,0.00035117196300703615,0.00523476111755572,0.4506493506493507,6.224844947179863,6.210631396477545,False,,stable,True,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",payment_method,0.0029490019418048005,0.5007984762401887,5.057663789009804e-05,0.0018886603557775605,0.006493506493506493,2.2004338681487456,2.197660575034228,False,,stable,False,False
"RAW COLUMNS, LABELLED PERIOD ONLY: Jan-Apr vs the tail window (Jun 29 - Jul 15)",transaction_type,0.002164067706866789,0.5002839913911931,0.00010287260226206251,0.002260794073937422,0.2506493506493506,2.3066130711894686,2.3051818560628607,False,,stable,False,False
